datum,PTE,periode_van,periode_tm,indicatie noodvermogen op,indicatie noodvermogen af,opregelen,Afregelen,prikkelcomponent,Afnemen,invoeden,regeltoestand
01/12/2023,1,00:00,00:15,,,115.54,79.19,0,115.54,79.19,2
01/12/2023,2,00:15,00:30,,,123.29,,0,123.29,123.29,1
01/12/2023,3,00:30,00:45,,,94.8,104.53,0,94.8,79.27,2
01/12/2023,4,00:45,01:00,,,,81.22,0,81.22,81.22,-1
01/12/2023,5,01:00,01:15,,,,98.28,0,98.28,98.28,-1
01/12/2023,6,01:15,01:30,,,,,0,99.67,99.67,0
01/12/2023,7,01:30,01:45,,,,86.66,0,86.66,86.66,-1
01/12/2023,8,01:45,02:00,,,,90.28,0,90.28,90.28,-1
01/12/2023,9,02:00,02:15,,,110.22,91.66,0,110.22,91.66,2
01/12/2023,10,02:15,02:30,,,104.22,,0,104.22,104.22,1
01/12/2023,11,02:30,02:45,,,103.01,,0,103.01,103.01,1
01/12/2023,12,02:45,03:00,,,100.23,,0,100.23,100.23,1
01/12/2023,13,03:00,03:15,,,105.23,,0,105.23,105.23,1
01/12/2023,14,03:15,03:30,,,104.22,,0,104.22,104.22,1
01/12/2023,15,03:30,03:45,,,100.23,,0,100.23,100.23,1
01/12/2023,16,03:45,04:00,,,,84.22,0,84.22,84.22,-1
01/12/2023,17,04:00,04:15,,,,84.22,0,84.22,84.22,-1
01/12/2023,18,04:15,04:30,,,,90.68,0,90.68,90.68,-1
01/12/2023,19,04:30,04:45,,,,88.13,0,88.13,88.13,-1
01/12/2023,20,04:45,05:00,,,,84.22,0,84.22,84.22,-1
01/12/2023,21,05:00,05:15,,,,80.69,0,80.69,80.69,-1
01/12/2023,22,05:15,05:30,,,,80.76,0,80.76,80.76,-1
01/12/2023,23,05:30,05:45,,,,80.69,0,80.69,80.69,-1
01/12/2023,24,05:45,06:00,,,,80.69,0,80.69,80.69,-1
01/12/2023,25,06:00,06:15,,,,67.38,0,67.38,67.38,-1
01/12/2023,26,06:15,06:30,,,,67.83,0,67.83,67.83,-1
01/12/2023,27,06:30,06:45,,,,88.66,0,88.66,88.66,-1
01/12/2023,28,06:45,07:00,,,,104.53,0,104.53,104.53,-1
01/12/2023,29,07:00,07:15,,,,25.69,0,25.69,25.69,-1
01/12/2023,30,07:15,07:30,,,,98.2,0,98.2,98.2,-1
01/12/2023,31,07:30,07:45,,,,,0,99.17,99.17,0
01/12/2023,32,07:45,08:00,,,109.98,,0,109.98,109.98,1
01/12/2023,33,08:00,08:15,,,109.98,101.55,0,101.55,101.55,-1
01/12/2023,34,08:15,08:30,,,,,0,102.48,102.48,0
01/12/2023,35,08:30,08:45,,,105.1,,0,105.1,105.1,1
01/12/2023,36,08:45,09:00,,,117.1,,0,117.1,117.1,1
01/12/2023,37,09:00,09:15,,,,,0,102.48,102.48,0
01/12/2023,38,09:15,09:30,,,,,0,102.49,102.49,0
01/12/2023,39,09:30,09:45,,,,,0,102.48,102.48,0
01/12/2023,40,09:45,10:00,,,123.85,,0,123.85,123.85,1
01/12/2023,41,10:00,10:15,,,601.46,,0,601.46,601.46,1
01/12/2023,42,10:15,10:30,,,174.3,,0,174.3,174.3,1
01/12/2023,43,10:30,10:45,,,184.3,,0,184.3,184.3,1
01/12/2023,44,10:45,11:00,,,251.84,,0,251.84,251.84,1
01/12/2023,45,11:00,11:15,,,601.46,,0,601.46,601.46,1
01/12/2023,46,11:15,11:30,,,226.8,,0,226.8,226.8,1
01/12/2023,47,11:30,11:45,,,264.69,,0,264.69,264.69,1
01/12/2023,48,11:45,12:00,,,157.09,,0,157.09,157.09,1
01/12/2023,49,12:00,12:15,,,146.72,,0,146.72,146.72,1
01/12/2023,50,12:15,12:30,,,292,,0,292,292,1
01/12/2023,51,12:30,12:45,,,161.85,,0,161.85,161.85,1
01/12/2023,52,12:45,13:00,,,129.43,104.53,0,104.53,104.53,-1
01/12/2023,53,13:00,13:15,,,124.54,104.53,0,124.54,124.54,1
01/12/2023,54,13:15,13:30,,,159.54,,0,159.54,159.54,1
01/12/2023,55,13:30,13:45,,,122.54,,0,122.54,122.54,1
01/12/2023,56,13:45,14:00,,,112.63,,0,112.63,112.63,1
01/12/2023,57,14:00,14:15,,,144.1,,0,144.1,144.1,1
01/12/2023,58,14:15,14:30,,,124.11,,0,124.11,124.11,1
01/12/2023,59,14:30,14:45,,,107.31,,0,107.31,107.31,1
01/12/2023,60,14:45,15:00,,,150.1,,0,150.1,150.1,1
01/12/2023,61,15:00,15:15,,,145.71,,0,145.71,145.71,1
01/12/2023,62,15:15,15:30,,,152.1,,0,152.1,152.1,1
01/12/2023,63,15:30,15:45,,,133.6,,0,133.6,133.6,1
01/12/2023,64,15:45,16:00,,,131.6,,0,131.6,131.6,1
01/12/2023,65,16:00,16:15,,,,,0,102.49,102.49,0
01/12/2023,66,16:15,16:30,,,,100.01,0,100.01,100.01,-1
01/12/2023,67,16:30,16:45,,,,92.72,0,92.72,92.72,-1
01/12/2023,68,16:45,17:00,,,,100.01,0,100.01,100.01,-1
01/12/2023,69,17:00,17:15,,,,100.67,0,100.67,100.67,-1
01/12/2023,70,17:15,17:30,,,,84.53,0,84.53,84.53,-1
01/12/2023,71,17:30,17:45,,,,86.31,0,86.31,86.31,-1
01/12/2023,72,17:45,18:00,,,,95.98,0,95.98,95.98,-1
01/12/2023,73,18:00,18:15,,,109.43,95.98,0,109.43,109.43,1
01/12/2023,74,18:15,18:30,,,134.43,,0,134.43,134.43,1
01/12/2023,75,18:30,18:45,,,54,104.53,0,54,54,1
01/12/2023,76,18:45,19:00,,,,95.26,0,95.26,95.26,-1
01/12/2023,77,19:00,19:15,,,98.86,100.67,0,98.86,79.27,2
01/12/2023,78,19:15,19:30,,,98.86,,0,98.86,98.86,1
01/12/2023,79,19:30,19:45,,,109.6,,0,109.6,109.6,1
01/12/2023,80,19:45,20:00,,,180.28,,0,180.28,180.28,1
01/12/2023,81,20:00,20:15,,,96.62,,0,96.62,96.62,1
01/12/2023,82,20:15,20:30,,,96.62,,0,96.62,96.62,1
01/12/2023,83,20:30,20:45,,,100.58,,0,100.58,100.58,1
01/12/2023,84,20:45,21:00,,,,100.67,0,100.67,100.67,-1
01/12/2023,85,21:00,21:15,,,,84.95,0,84.95,84.95,-1
01/12/2023,86,21:15,21:30,,,,,0,79.27,79.27,0
01/12/2023,87,21:30,21:45,,,,86.53,0,86.53,86.53,-1
01/12/2023,88,21:45,22:00,,,,86.53,0,86.53,86.53,-1
01/12/2023,89,22:00,22:15,,,,93.98,0,93.98,93.98,-1
01/12/2023,90,22:15,22:30,,,,,0,79.27,79.27,0
01/12/2023,91,22:30,22:45,,,100.43,,0,100.43,100.43,1
01/12/2023,92,22:45,23:00,,,95.71,,0,95.71,95.71,1
01/12/2023,93,23:00,23:15,,,229.59,,0,229.59,229.59,1
01/12/2023,94,23:15,23:30,,,128.08,,0,128.08,128.08,1
01/12/2023,95,23:30,23:45,,,102.95,,0,102.95,102.95,1
01/12/2023,96,23:45,00:00,,,54,100.67,0,54,54,1
02/12/2023,1,00:00,00:15,,,,95.69,0,95.69,95.69,-1
02/12/2023,2,00:15,00:30,,,,,0,97.02,97.02,0
02/12/2023,3,00:30,00:45,,,173.46,,0,173.46,173.46,1
02/12/2023,4,00:45,01:00,,,,,0,97.02,97.02,0
02/12/2023,5,01:00,01:15,,,,,0,99.33,99.33,0
02/12/2023,6,01:15,01:30,,,,,0,99.33,99.33,0
02/12/2023,7,01:30,01:45,,,,96.11,0,96.11,96.11,-1
02/12/2023,8,01:45,02:00,,,,94.52,0,94.52,94.52,-1
02/12/2023,9,02:00,02:15,,,,95.52,0,95.52,95.52,-1
02/12/2023,10,02:15,02:30,,,,,0,97.02,97.02,0
02/12/2023,11,02:30,02:45,,,,,0,97.02,97.02,0
02/12/2023,12,02:45,03:00,,,,,0,97.02,97.02,0
02/12/2023,13,03:00,03:15,,,,86.54,0,86.54,86.54,-1
02/12/2023,14,03:15,03:30,,,,84.33,0,84.33,84.33,-1
02/12/2023,15,03:30,03:45,,,,,0,97.02,97.02,0
02/12/2023,16,03:45,04:00,,,,,0,97.02,97.02,0
02/12/2023,17,04:00,04:15,,,102.51,95.52,0,102.51,95.52,2
02/12/2023,18,04:15,04:30,,,112.51,,0,112.51,112.51,1
02/12/2023,19,04:30,04:45,,,110.33,,0,110.33,110.33,1
02/12/2023,20,04:45,05:00,,,,,0,97.02,97.02,0
02/12/2023,21,05:00,05:15,,,,,0,97.02,97.02,0
02/12/2023,22,05:15,05:30,,,,,0,97.02,97.02,0
02/12/2023,23,05:30,05:45,,,129.94,,0,129.94,129.94,1
02/12/2023,24,05:45,06:00,,,112.51,,0,112.51,112.51,1
02/12/2023,25,06:00,06:15,,,111.06,,0,111.06,111.06,1
02/12/2023,26,06:15,06:30,,,173.95,,0,173.95,173.95,1
02/12/2023,27,06:30,06:45,,,122.06,,0,122.06,122.06,1
02/12/2023,28,06:45,07:00,,,,96.52,0,96.52,96.52,-1
02/12/2023,29,07:00,07:15,,,,87.94,0,87.94,87.94,-1
02/12/2023,30,07:15,07:30,,,,82.9,0,82.9,82.9,-1
02/12/2023,31,07:30,07:45,,,,92.52,0,92.52,92.52,-1
02/12/2023,32,07:45,08:00,,,,,0,97.02,97.02,0
02/12/2023,33,08:00,08:15,,,,79.52,0,79.52,79.52,-1
02/12/2023,34,08:15,08:30,,,,91.52,0,91.52,91.52,-1
02/12/2023,35,08:30,08:45,,,,,0,99.31,99.31,0
02/12/2023,36,08:45,09:00,,,,,0,99.31,99.31,0
02/12/2023,37,09:00,09:15,,,,,0,99.31,99.31,0
02/12/2023,38,09:15,09:30,,,102.51,,0,102.51,102.51,1
02/12/2023,39,09:30,09:45,,,110.51,,0,110.51,110.51,1
02/12/2023,40,09:45,10:00,,,125.12,,0,125.12,125.12,1
02/12/2023,41,10:00,10:15,,,600,,0,600,600,1
02/12/2023,42,10:15,10:30,,,198.32,,0,198.32,198.32,1
02/12/2023,43,10:30,10:45,,,138.12,,0,138.12,138.12,1
02/12/2023,44,10:45,11:00,,,117.06,,0,117.06,117.06,1
02/12/2023,45,11:00,11:15,,,97.62,,0,97.62,97.62,1
02/12/2023,46,11:15,11:30,,,,,0,101.59,101.59,0
02/12/2023,47,11:30,11:45,,,,,0,101.59,101.59,0
02/12/2023,48,11:45,12:00,,,,,0,101.6,101.6,0
02/12/2023,49,12:00,12:15,,,112.5,,0,112.5,112.5,1
02/12/2023,50,12:15,12:30,,,112.5,,0,112.5,112.5,1
02/12/2023,51,12:30,12:45,,,112.5,,0,112.5,112.5,1
02/12/2023,52,12:45,13:00,,,104.06,,0,104.06,104.06,1
02/12/2023,53,13:00,13:15,,,160.95,,0,160.95,160.95,1
02/12/2023,54,13:15,13:30,,,160.95,,0,160.95,160.95,1
02/12/2023,55,13:30,13:45,,,160.95,,0,160.95,160.95,1
02/12/2023,56,13:45,14:00,,,113.16,,0,113.16,113.16,1
02/12/2023,57,14:00,14:15,,,140.12,,0,140.12,140.12,1
02/12/2023,58,14:15,14:30,,,152.53,,0,152.53,152.53,1
02/12/2023,59,14:30,14:45,,,152.53,,0,152.53,152.53,1
02/12/2023,60,14:45,15:00,,,119.63,,0,119.63,119.63,1
02/12/2023,61,15:00,15:15,,,,,0,102.41,102.41,0
02/12/2023,62,15:15,15:30,,,,,0,102.41,102.41,0
02/12/2023,63,15:30,15:45,,,,,0,102.41,102.41,0
02/12/2023,64,15:45,16:00,,,,,0,102.41,102.41,0
02/12/2023,65,16:00,16:15,,,,,0,101.58,101.58,0
02/12/2023,66,16:15,16:30,,,,,0,101.58,101.58,0
02/12/2023,67,16:30,16:45,,,,,0,101.58,101.58,0
02/12/2023,68,16:45,17:00,,,,,0,101.58,101.58,0
02/12/2023,69,17:00,17:15,,,,,0,101.58,101.58,0
02/12/2023,70,17:15,17:30,,,,,0,101.58,101.58,0
02/12/2023,71,17:30,17:45,,,,,0,101.58,101.58,0
02/12/2023,72,17:45,18:00,,,,,0,101.58,101.58,0
02/12/2023,73,18:00,18:15,,,,,0,101.58,101.58,0
02/12/2023,74,18:15,18:30,,,,,0,101.58,101.58,0
02/12/2023,75,18:30,18:45,,,,,0,101.58,101.58,0
02/12/2023,76,18:45,19:00,,,,,0,101.58,101.58,0
02/12/2023,77,19:00,19:15,,,108.94,,0,108.94,108.94,1
02/12/2023,78,19:15,19:30,,,103.94,102.65,0,103.94,101.58,2
02/12/2023,79,19:30,19:45,,,,91.08,0,91.08,91.08,-1
02/12/2023,80,19:45,20:00,,,,88.52,0,88.52,88.52,-1
02/12/2023,81,20:00,20:15,,,,88.52,0,88.52,88.52,-1
02/12/2023,82,20:15,20:30,,,,96.52,0,96.52,96.52,-1
02/12/2023,83,20:30,20:45,,,,102.65,0,102.65,102.65,-1
02/12/2023,84,20:45,21:00,,,,,0,101.58,101.58,0
02/12/2023,85,21:00,21:15,,,,,0,101.58,101.58,0
02/12/2023,86,21:15,21:30,,,,,0,101.58,101.58,0
02/12/2023,87,21:30,21:45,,,101.39,,0,101.39,101.39,1
02/12/2023,88,21:45,22:00,,,106.39,,0,106.39,106.39,1
02/12/2023,89,22:00,22:15,,,160.11,,0,160.11,160.11,1
02/12/2023,90,22:15,22:30,,,112.9,,0,112.9,112.9,1
02/12/2023,91,22:30,22:45,,,127.12,,0,127.12,127.12,1
02/12/2023,92,22:45,23:00,,,,88.52,0,88.52,88.52,-1
02/12/2023,93,23:00,23:15,,,106.39,82.9,0,106.39,82.9,2
02/12/2023,94,23:15,23:30,,,101.35,,0,101.35,101.35,1
02/12/2023,95,23:30,23:45,,,122.3,,0,122.3,122.3,1
02/12/2023,96,23:45,00:00,,,122.3,83.08,0,83.08,83.08,-1
03/12/2023,1,00:00,00:15,,,,73.31,0,73.31,73.31,-1
03/12/2023,2,00:15,00:30,,,101.51,83.83,0,118.91,83.83,2
03/12/2023,3,00:30,00:45,,,,81.3,0,81.3,81.3,-1
03/12/2023,4,00:45,01:00,,,,83.83,0,83.83,83.83,-1
03/12/2023,5,01:00,01:15,,,,22.52,0,22.52,22.52,-1
03/12/2023,6,01:15,01:30,,,,68.22,0,68.22,68.22,-1
03/12/2023,7,01:30,01:45,,,,66.3,0,66.3,66.3,-1
03/12/2023,8,01:45,02:00,,,,66.3,0,66.3,66.3,-1
03/12/2023,9,02:00,02:15,,,,66.3,0,66.3,66.3,-1
03/12/2023,10,02:15,02:30,,,,88.96,0,88.96,88.96,-1
03/12/2023,11,02:30,02:45,,,,82.88,0,82.88,82.88,-1
03/12/2023,12,02:45,03:00,,,,81.22,0,81.22,81.22,-1
03/12/2023,13,03:00,03:15,,,,87.52,0,87.52,87.52,-1
03/12/2023,14,03:15,03:30,,,,88.76,0,88.76,88.76,-1
03/12/2023,15,03:30,03:45,,,,82.7,0,82.7,82.7,-1
03/12/2023,16,03:45,04:00,,,,82.7,0,82.7,82.7,-1
03/12/2023,17,04:00,04:15,,,137.92,88.03,0,137.92,137.92,1
03/12/2023,18,04:15,04:30,,,118.09,,0,118.09,118.09,1
03/12/2023,19,04:30,04:45,,,140.96,,0,140.96,140.96,1
03/12/2023,20,04:45,05:00,,,140.9,,0,140.9,140.9,1
03/12/2023,21,05:00,05:15,,,108.41,,0,108.41,108.41,1
03/12/2023,22,05:15,05:30,,,108.35,,0,108.35,108.35,1
03/12/2023,23,05:30,05:45,,,109.89,,0,109.89,109.89,1
03/12/2023,24,05:45,06:00,,,97.51,,0,97.51,97.51,1
03/12/2023,25,06:00,06:15,,,,81.3,0,81.3,81.3,-1
03/12/2023,26,06:15,06:30,,,,86.89,0,86.89,86.89,-1
03/12/2023,27,06:30,06:45,,,,83.89,0,83.89,83.89,-1
03/12/2023,28,06:45,07:00,,,,71.06,0,71.06,71.06,-1
03/12/2023,29,07:00,07:15,,,,68.71,0,68.71,68.71,-1
03/12/2023,30,07:15,07:30,,,,67,0,67,67,-1
03/12/2023,31,07:30,07:45,,,,59.71,0,59.71,59.71,-1
03/12/2023,32,07:45,08:00,,,,96.52,0,96.52,96.52,-1
03/12/2023,33,08:00,08:15,,,,100.45,0,100.45,100.45,-1
03/12/2023,34,08:15,08:30,,,,100.07,0,100.07,100.07,-1
03/12/2023,35,08:30,08:45,,,,94.89,0,94.89,94.89,-1
03/12/2023,36,08:45,09:00,,,,,0,98.7,98.7,0
03/12/2023,37,09:00,09:15,,,,,0,99.19,99.19,0
03/12/2023,38,09:15,09:30,,,,,0,98.79,98.79,0
03/12/2023,39,09:30,09:45,,,,,0,95.29,95.29,0
03/12/2023,40,09:45,10:00,,,,,0,97.56,97.56,0
03/12/2023,41,10:00,10:15,,,,,0,97.81,97.81,0
03/12/2023,42,10:15,10:30,,,,74.71,0,74.71,74.71,-1
03/12/2023,43,10:30,10:45,,,,35.3,0,35.3,35.3,-1
03/12/2023,44,10:45,11:00,,,,73.25,0,73.25,73.25,-1
03/12/2023,45,11:00,11:15,,,,73.3,0,73.3,73.3,-1
03/12/2023,46,11:15,11:30,,,,94.52,0,94.52,94.52,-1
03/12/2023,47,11:30,11:45,,,,89.52,0,89.52,89.52,-1
03/12/2023,48,11:45,12:00,,,,71.54,0,71.54,71.54,-1
03/12/2023,49,12:00,12:15,,,,,0,97.79,97.79,0
03/12/2023,50,12:15,12:30,,,,,0,97.79,97.79,0
03/12/2023,51,12:30,12:45,,,,66.3,0,66.3,66.3,-1
03/12/2023,52,12:45,13:00,,,,43.03,0,43.03,43.03,-1
03/12/2023,53,13:00,13:15,,,,81.71,0,81.71,81.71,-1
03/12/2023,54,13:15,13:30,,,,,0,97.56,97.56,0
03/12/2023,55,13:30,13:45,,,101.28,,0,101.28,101.28,1
03/12/2023,56,13:45,14:00,,,106.8,,0,106.8,106.8,1
03/12/2023,57,14:00,14:15,,,116.51,,0,116.51,116.51,1
03/12/2023,58,14:15,14:30,,,123.09,,0,123.09,123.09,1
03/12/2023,59,14:30,14:45,,,159.13,,0,159.13,159.13,1
03/12/2023,60,14:45,15:00,,,148.63,,0,148.63,148.63,1
03/12/2023,61,15:00,15:15,,,218.51,,0,218.51,218.51,1
03/12/2023,62,15:15,15:30,,,1854.92,,0,1854.92,1854.92,1
03/12/2023,63,15:30,15:45,,,200.81,,0,200.81,200.81,1
03/12/2023,64,15:45,16:00,,,218.51,,0,218.51,218.51,1
03/12/2023,65,16:00,16:15,,,105.81,92.14,0,105.81,92.14,2
03/12/2023,66,16:15,16:30,,,,92.14,0,92.14,92.14,-1
03/12/2023,67,16:30,16:45,,,,74.71,0,74.71,74.71,-1
03/12/2023,68,16:45,17:00,,,,,0,97.02,97.02,0
03/12/2023,69,17:00,17:15,,,,92.58,0,92.58,92.58,-1
03/12/2023,70,17:15,17:30,,,148.81,92.58,0,148.81,148.81,1
03/12/2023,71,17:30,17:45,,,147.37,,0,147.37,147.37,1
03/12/2023,72,17:45,18:00,,,126.51,,0,126.51,126.51,1
03/12/2023,73,18:00,18:15,,,230.51,,0,230.51,230.51,1
03/12/2023,74,18:15,18:30,,,324.51,,0,324.51,324.51,1
03/12/2023,75,18:30,18:45,,,153.51,,0,153.51,153.51,1
03/12/2023,76,18:45,19:00,,,180.51,,0,180.51,180.51,1
03/12/2023,77,19:00,19:15,,,170.37,,0,170.37,170.37,1
03/12/2023,78,19:15,19:30,,,191.51,,0,191.51,191.51,1
03/12/2023,79,19:30,19:45,,,166.43,,0,166.43,166.43,1
03/12/2023,80,19:45,20:00,,,218.51,,0,218.51,218.51,1
03/12/2023,81,20:00,20:15,,,168.51,,0,168.51,168.51,1
03/12/2023,82,20:15,20:30,,,142.63,,0,142.63,142.63,1
03/12/2023,83,20:30,20:45,,,112.81,,0,112.81,112.81,1
03/12/2023,84,20:45,21:00,,,104.88,,0,104.88,104.88,1
03/12/2023,85,21:00,21:15,,,113.88,,0,113.88,113.88,1
03/12/2023,86,21:15,21:30,,,113.88,,0,113.88,113.88,1
03/12/2023,87,21:30,21:45,,,119.51,,0,119.51,119.51,1
03/12/2023,88,21:45,22:00,,,118.03,,0,118.03,118.03,1
03/12/2023,89,22:00,22:15,,,106.8,,0,106.8,106.8,1
03/12/2023,90,22:15,22:30,,,120.33,,0,120.33,120.33,1
03/12/2023,91,22:30,22:45,,,111.09,,0,111.09,111.09,1
03/12/2023,92,22:45,23:00,,,188.25,,0,188.25,188.25,1
03/12/2023,93,23:00,23:15,,,,,0,96.95,96.95,0
03/12/2023,94,23:15,23:30,,,110.57,,0,110.57,110.57,1
03/12/2023,95,23:30,23:45,,,111.88,,0,111.88,111.88,1
03/12/2023,96,23:45,00:00,,,99.51,,0,99.51,99.51,1
04/12/2023,1,00:00,00:15,,,151.42,,0,151.42,151.42,1
04/12/2023,2,00:15,00:30,,,181.76,,0,181.76,181.76,1
04/12/2023,3,00:30,00:45,,,115.88,,0,115.88,115.88,1
04/12/2023,4,00:45,01:00,,,116.57,,0,116.57,116.57,1
04/12/2023,5,01:00,01:15,,,295.28,,0,295.28,295.28,1
04/12/2023,6,01:15,01:30,,,110.46,,0,110.46,110.46,1
04/12/2023,7,01:30,01:45,,,118.88,,0,118.88,118.88,1
04/12/2023,8,01:45,02:00,,,,,0,98.21,98.21,0
04/12/2023,9,02:00,02:15,,,,95.46,0,95.46,95.46,-1
04/12/2023,10,02:15,02:30,,,,43.56,0,43.56,43.56,-1
04/12/2023,11,02:30,02:45,,,1854.92,39.6,0,1854.92,39.6,2
04/12/2023,12,02:45,03:00,,,600.46,40.11,0,40.11,40.11,-1
04/12/2023,13,03:00,03:15,,,,31.3,0,31.3,31.3,-1
04/12/2023,14,03:15,03:30,,,,51.3,0,51.3,51.3,-1
04/12/2023,15,03:30,03:45,,,,66.3,0,66.3,66.3,-1
04/12/2023,16,03:45,04:00,,,,41.55,0,41.55,41.55,-1
04/12/2023,17,04:00,04:15,,,,-59.09,0,-59.09,-59.09,-1
04/12/2023,18,04:15,04:30,,,,65.04,0,65.04,65.04,-1
04/12/2023,19,04:30,04:45,,,,76.8,0,76.8,76.8,-1
04/12/2023,20,04:45,05:00,,,,-33.1,0,-33.1,-33.1,-1
04/12/2023,21,05:00,05:15,,,148.46,-144.82,0,148.46,-144.82,2
04/12/2023,22,05:15,05:30,,,103.46,,0,103.46,103.46,1
04/12/2023,23,05:30,05:45,,,101.46,90.03,0,101.46,90.03,2
04/12/2023,24,05:45,06:00,,,,95.05,0,95.05,95.05,-1
04/12/2023,25,06:00,06:15,,,,,0,99.35,99.35,0
04/12/2023,26,06:15,06:30,,,107.39,,0,107.39,107.39,1
04/12/2023,27,06:30,06:45,,,105.39,,0,105.39,105.39,1
04/12/2023,28,06:45,07:00,,,244.07,,0,244.07,244.07,1
04/12/2023,29,07:00,07:15,,,109.19,,0,109.19,109.19,1
04/12/2023,30,07:15,07:30,,,,74.42,0,74.42,74.42,-1
04/12/2023,31,07:30,07:45,,,,20.52,0,20.52,20.52,-1
04/12/2023,32,07:45,08:00,,,,81.3,0,81.3,81.3,-1
04/12/2023,33,08:00,08:15,,,,18.52,0,18.52,18.52,-1
04/12/2023,34,08:15,08:30,,,,89.32,0,89.32,89.32,-1
04/12/2023,35,08:30,08:45,,,129.51,89.32,0,129.51,129.51,1
04/12/2023,36,08:45,09:00,,,143.16,,0,143.16,143.16,1
04/12/2023,37,09:00,09:15,,,180.84,,0,180.84,180.84,1
04/12/2023,38,09:15,09:30,,,300.51,,0,300.51,300.51,1
04/12/2023,39,09:30,09:45,,,122.28,,0,122.28,122.28,1
04/12/2023,40,09:45,10:00,,,105.28,,0,105.28,105.28,1
04/12/2023,41,10:00,10:15,,,99.27,,0,99.27,99.27,1
04/12/2023,42,10:15,10:30,,,,,0,103.42,103.42,0
04/12/2023,43,10:30,10:45,,,,,0,104.02,104.02,0
04/12/2023,44,10:45,11:00,,,104.57,,0,104.57,104.57,1
04/12/2023,45,11:00,11:15,,,106.02,,0,106.02,106.02,1
04/12/2023,46,11:15,11:30,,,104.57,,0,104.57,104.57,1
04/12/2023,47,11:30,11:45,,,103.36,,0,103.36,103.36,1
04/12/2023,48,11:45,12:00,,,,,0,101.56,101.56,0
04/12/2023,49,12:00,12:15,,,,,0,102.17,102.17,0
04/12/2023,50,12:15,12:30,,,,,0,98.67,98.67,0
04/12/2023,51,12:30,12:45,,,,,0,102.17,102.17,0
04/12/2023,52,12:45,13:00,,,,,0,99.67,99.67,0
04/12/2023,53,13:00,13:15,,,105.88,,0,105.88,105.88,1
04/12/2023,54,13:15,13:30,,,103.36,,0,103.36,103.36,1
04/12/2023,55,13:30,13:45,,,108.62,,0,108.62,108.62,1
04/12/2023,56,13:45,14:00,,,105.88,,0,105.88,105.88,1
04/12/2023,57,14:00,14:15,,,105.31,,0,105.31,105.31,1
04/12/2023,58,14:15,14:30,,,100.51,,0,100.51,100.51,1
04/12/2023,59,14:30,14:45,,,95.44,,0,95.44,95.44,1
04/12/2023,60,14:45,15:00,,,,,0,101.73,101.73,0
04/12/2023,61,15:00,15:15,,,,,0,101.52,101.52,0
04/12/2023,62,15:15,15:30,,,,,0,101.52,101.52,0
04/12/2023,63,15:30,15:45,,,,,0,101.52,101.52,0
04/12/2023,64,15:45,16:00,,,,98.52,0,98.52,98.52,-1
04/12/2023,65,16:00,16:15,,,,100.52,0,100.52,100.52,-1
04/12/2023,66,16:15,16:30,,,,,0,119.19,119.19,0
04/12/2023,67,16:30,16:45,,,103.44,,0,103.44,103.44,1
04/12/2023,68,16:45,17:00,,,155.25,,0,155.25,155.25,1
04/12/2023,69,17:00,17:15,,,123.36,,0,123.36,123.36,1
04/12/2023,70,17:15,17:30,,,113.79,,0,113.79,113.79,1
04/12/2023,71,17:30,17:45,,,113.79,,0,113.79,113.79,1
04/12/2023,72,17:45,18:00,,,98.79,145.34,0,98.79,98.79,1
04/12/2023,73,18:00,18:15,,,,81,0,81,81,-1
04/12/2023,74,18:15,18:30,,,,81,0,81,81,-1
04/12/2023,75,18:30,18:45,,,103.35,,0,103.35,103.35,1
04/12/2023,76,18:45,19:00,,,103.35,,0,103.35,103.35,1
04/12/2023,77,19:00,19:15,,,112.34,,0,112.34,112.34,1
04/12/2023,78,19:15,19:30,,,111.57,,0,111.57,111.57,1
04/12/2023,79,19:30,19:45,,,112.34,,0,112.34,112.34,1
04/12/2023,80,19:45,20:00,,,118.36,,0,118.36,118.36,1
04/12/2023,81,20:00,20:15,,,118.36,136.62,0,136.62,136.62,-1
04/12/2023,82,20:15,20:30,,,111.32,,0,111.32,111.32,1
04/12/2023,83,20:30,20:45,,,177.96,,0,177.96,177.96,1
04/12/2023,84,20:45,21:00,,,104.57,,0,104.57,104.57,1
04/12/2023,85,21:00,21:15,,,113.36,,0,113.36,113.36,1
04/12/2023,86,21:15,21:30,,,113.36,81.42,0,81.42,81.42,-1
04/12/2023,87,21:30,21:45,,,,88.92,0,88.92,88.92,-1
04/12/2023,88,21:45,22:00,,,,,0,94.17,94.17,0
04/12/2023,89,22:00,22:15,,,100.81,90.65,0,100.81,90.65,2
04/12/2023,90,22:15,22:30,,,125.81,,0,125.81,125.81,1
04/12/2023,91,22:30,22:45,,,101.14,,0,101.14,101.14,1
04/12/2023,92,22:45,23:00,,,95.81,,0,95.81,95.81,1
04/12/2023,93,23:00,23:15,,,,82.53,0,82.53,82.53,-1
04/12/2023,94,23:15,23:30,,,,95.43,0,95.43,95.43,-1
04/12/2023,95,23:30,23:45,,,,,0,96.15,96.15,0
04/12/2023,96,23:45,00:00,,,,84.93,0,84.93,84.93,-1
05/12/2023,1,00:00,00:15,,,112.66,84.67,0,112.66,78.34,2
05/12/2023,2,00:15,00:30,,,112.66,,0,112.66,112.66,1
05/12/2023,3,00:30,00:45,,,,,0,78.34,78.34,0
05/12/2023,4,00:45,01:00,,,,84.08,0,84.08,84.08,-1
